fax,fay,faz,fgx,fgy,fgz,fhrate,foq,fox,foy,foz,label
5.654079437255859,-3.7326736450195313,9.273025512695313,0.7989721298217773,1.0684919357299805,-0.052199363708496094,78,0.06849193572998047,-0.6104326248168945,-0.706761360168457,-0.3509206771850586,n
5.654079437255859,-3.7326736450195313,9.273025512695313,0.7989721298217773,1.0684919357299805,-0.052199363708496094,78,0.06849193572998047,-0.6104326248168945,-0.706761360168457,-0.3509206771850586,n
5.654079437255859,-3.7326736450195313,9.273025512695313,0.7989721298217773,1.0684919357299805,-0.052199363708496094,78,0.06849193572998047,-0.6104326248168945,-0.706761360168457,-0.3509206771850586,n
5.654079437255859,-3.7326736450195313,9.273025512695313,0.7989721298217773,1.0684919357299805,-0.052199363708496094,78,0.06849193572998047,-0.6104326248168945,-0.706761360168457,-0.3509206771850586,n
7.954977035522461,-3.9792842864990234,2.940169334411621,-0.44635868072509766,0.4207916259765625,-0.27378082275390625,78,0.12153339385986328,-0.6011533737182617,-0.4950704574584961,-0.6154384613037109,n
7.954977035522461,-3.9792842864990234,2.940169334411621,-0.44635868072509766,0.4207916259765625,-0.27378082275390625,78,0.12153339385986328,-0.6011533737182617,-0.4950704574584961,-0.6154384613037109,n
7.954977035522461,-3.9792842864990234,2.940169334411621,-0.44635868072509766,0.4207916259765625,-0.27378082275390625,78,0.12153339385986328,-0.6011533737182617,-0.4950704574584961,-0.6154384613037109,n
7.954977035522461,-3.9792842864990234,2.940169334411621,-0.44635868072509766,0.4207916259765625,-0.27378082275390625,78,0.12153339385986328,-0.6011533737182617,-0.4950704574584961,-0.6154384613037109,n
8.437423706054688,-4.369550704956055,2.320052146911621,-0.11931324005126953,0.053264617919921875,0.014913558959960938,78,0.09943675994873047,-0.6176834106445313,-0.4787130355834961,-0.6159563064575195,n
8.437423706054688,-4.369550704956055,2.320052146911621,-0.11931324005126953,0.053264617919921875,0.014913558959960938,78,0.09943675994873047,-0.6176834106445313,-0.4787130355834961,-0.6159563064575195,n
8.437423706054688,-4.369550704956055,2.320052146911621,-0.11931324005126953,0.053264617919921875,0.014913558959960938,78,0.09943675994873047,-0.6176834106445313,-0.4787130355834961,-0.6159563064575195,n
8.437423706054688,-4.369550704956055,2.320052146911621,-0.11931324005126953,0.053264617919921875,0.014913558959960938,78,0.09943675994873047,-0.6176834106445313,-0.4787130355834961,-0.6159563064575195,n
6.982901573181152,-7.020012855529785,7.6832275390625,0.831995964050293,2.394786834716797,2.2807998657226563,78,-0.24941253662109375,-0.5828113555908203,-0.7601051330566406,-0.14263916015625,n
6.982901573181152,-7.020012855529785,7.6832275390625,0.831995964050293,2.394786834716797,2.2807998657226563,78,-0.24941253662109375,-0.5828113555908203,-0.7601051330566406,-0.14263916015625,n
6.982901573181152,-7.020012855529785,7.6832275390625,0.831995964050293,2.394786834716797,2.2807998657226563,78,-0.24941253662109375,-0.5828113555908203,-0.7601051330566406,-0.14263916015625,n
6.982901573181152,-7.020012855529785,7.6832275390625,0.831995964050293,2.394786834716797,2.2807998657226563,78,-0.24941253662109375,-0.5828113555908203,-0.7601051330566406,-0.14263916015625,n
-8.541574478149414,1.015172004699707,9.944619178771973,2.8347549438476563,0.9023056030273438,-0.13955307006835938,78,-0.0756998062133789,-0.6735734939575195,-0.46572208404541016,0.568913459777832,n
