
0.555745,0.471974,0.443062,0.508188,0.461968,0.694916,0.743589,0.08225,0.520221,0.796648,0.681921,n
0.555745,0.471974,0.443062,0.508188,0.461968,0.694916,0.743589,0.08225,0.520221,0.796648,0.681921,n
0.555745,0.471974,0.443062,0.508188,0.461968,0.694916,0.743589,0.08225,0.520221,0.796648,0.681921,n
0.555745,0.471974,0.443062,0.508188,0.461968,0.694916,0.743589,0.08225,0.520221,0.796648,0.681921,n
0.557614,0.478895,0.448235,0.510648,0.464938,0.686213,0.743589,0.071913,0.504127,0.810025,0.598043,n
0.557614,0.478895,0.448235,0.510648,0.464938,0.686213,0.743589,0.071913,0.504127,0.810025,0.598043,n
0.557614,0.478895,0.448235,0.510648,0.464938,0.686213,0.743589,0.071913,0.504127,0.810025,0.598043,n
0.557614,0.478895,0.448235,0.510648,0.464938,0.686213,0.743589,0.071913,0.504127,0.810025,0.598043,n
0.561353,0.492738,0.456491,0.503483,0.471105,0.700407,0.743589,0.082275,0.514453,0.822188,0.588235,n
0.561353,0.492738,0.456491,0.503483,0.471105,0.700407,0.743589,0.082275,0.514453,0.822188,0.588235,n
0.561353,0.492738,0.456491,0.503483,0.471105,0.700407,0.743589,0.082275,0.514453,0.822188,0.588235,n
0.561353,0.492738,0.456491,0.503483,0.471105,0.700407,0.743589,0.082275,0.514453,0.822188,0.588235,n
0.494039,0.50947,0.592966,0.511295,0.501655,0.701975,0.743589,0.497924,0.155648,0.868674,0.455628,n
0.494039,0.50947,0.592966,0.511295,0.501655,0.701975,0.743589,0.497924,0.155648,0.868674,0.455628,n
0.494039,0.50947,0.592966,0.511295,0.501655,0.701975,0.743589,0.497924,0.155648,0.868674,0.455628,n
0.494039,0.50947,0.592966,0.511295,0.501655,0.701975,0.743589,0.497924,0.155648,0.868674,0.455628,n
0.402334,0.537898,0.63301,0.498042,0.469106,0.696485,0.743589,0.564222,0.153556,0.867872,0.500845,n
0.555745,0.471974,0.443062,0.508188,0.461968,0.694916,0.743589,0.08225,0.520221,0.796648,0.681921,n
0.555745,0.471974,0.443062,0.508188,0.461968,0.694916,0.743589,0.08225,0.520221,0.796648,0.681921,n
0.555745,0.471974,0.443062,0.508188,0.461968,0.694916,0.743589,0.08225,0.520221,0.796648,0.681921,n
0.555745,0.471974,0.443062,0.508188,0.461968,0.694916,0.743589,0.08225,0.520221,0.796648,0.681921,n
0.557614,0.478895,0.448235,0.510648,0.464938,0.686213,0.743589,0.071913,0.504127,0.810025,0.598043,n
0.557614,0.478895,0.448235,0.510648,0.464938,0.686213,0.743589,0.071913,0.504127,0.810025,0.598043,n
0.557614,0.478895,0.448235,0.510648,0.464938,0.686213,0.743589,0.071913,0.504127,0.810025,0.598043,n
0.557614,0.478895,0.448235,0.510648,0.464938,0.686213,0.743589,0.071913,0.504127,0.810025,0.598043,n
0.561353,0.492738,0.456491,0.503483,0.471105,0.700407,0.743589,0.082275,0.514453,0.822188,0.588235,n
0.561353,0.492738,0.456491,0.503483,0.471105,0.700407,0.743589,0.082275,0.514453,0.822188,0.588235,n
0.561353,0.492738,0.456491,0.503483,0.471105,0.700407,0.743589,0.082275,0.514453,0.822188,0.588235,n
0.561353,0.492738,0.456491,0.503483,0.471105,0.700407,0.743589,0.082275,0.514453,0.822188,0.588235,n
0.494039,0.50947,0.592966,0.511295,0.501655,0.701975,0.743589,0.497924,0.155648,0.868674,0.455628,n
0.494039,0.50947,0.592966,0.511295,0.501655,0.701975,0.743589,0.497924,0.155648,0.868674,0.455628,n
0.494039,0.50947,0.592966,0.511295,0.501655,0.701975,0.743589,0.497924,0.155648,0.868674,0.455628,n
0.494039,0.50947,0.592966,0.511295,0.501655,0.701975,0.743589,0.497924,0.155648,0.868674,0.455628,n
0.402334,0.537898,0.63301,0.498042,0.469106,0.696485,0.743589,0.564222,0.153556,0.867872,0.500845,n
0.555745,0.471974,0.443062,0.508188,0.461968,0.694916,0.743589,0.08225,0.520221,0.796648,0.681921,n
0.555745,0.471974,0.443062,0.508188,0.461968,0.694916,0.743589,0.08225,0.520221,0.796648,0.681921,n
0.555745,0.471974,0.443062,0.508188,0.461968,0.694916,0.743589,0.08225,0.520221,0.796648,0.681921,n
0.555745,0.471974,0.443062,0.508188,0.461968,0.694916,0.743589,0.08225,0.520221,0.796648,0.681921,n
0.557614,0.478895,0.448235,0.510648,0.464938,0.686213,0.743589,0.071913,0.504127,0.810025,0.598043,n
0.557614,0.478895,0.448235,0.510648,0.464938,0.686213,0.743589,0.071913,0.504127,0.810025,0.598043,n
0.557614,0.478895,0.448235,0.510648,0.464938,0.686213,0.743589,0.071913,0.504127,0.810025,0.598043,n
0.557614,0.478895,0.448235,0.510648,0.464938,0.686213,0.743589,0.071913,0.504127,0.810025,0.598043,n
0.561353,0.492738,0.456491,0.503483,0.471105,0.700407,0.743589,0.082275,0.514453,0.822188,0.588235,n
0.561353,0.492738,0.456491,0.503483,0.471105,0.700407,0.743589,0.082275,0.514453,0.822188,0.588235,n
0.561353,0.492738,0.456491,0.503483,0.471105,0.700407,0.743589,0.082275,0.514453,0.822188,0.588235,n
0.561353,0.492738,0.456491,0.503483,0.471105,0.700407,0.743589,0.082275,0.514453,0.822188,0.588235,n
0.494039,0.50947,0.592966,0.511295,0.501655,0.701975,0.743589,0.497924,0.155648,0.868674,0.455628,n
0.494039,0.50947,0.592966,0.511295,0.501655,0.701975,0.743589,0.497924,0.155648,0.868674,0.455628,n
0.494039,0.50947,0.592966,0.511295,0.501655,0.701975,0.743589,0.497924,0.155648,0.868674,0.455628,n
0.494039,0.50947,0.592966,0.511295,0.501655,0.701975,0.743589,0.497924,0.155648,0.868674,0.455628,n
0.402334,0.537898,0.63301,0.498042,0.469106,0.696485,0.743589,0.564222,0.153556,0.867872,0.500845,n
0.402334,0.537898,0.63301,0.498042,0.469106,0.696485,0.743589,0.646298,0.463927,0.012184,0.456487,n
0.402334,0.537898,0.63301,0.50474,0.466594,0.696037,0.743589,0.646298,0.463927,0.012184,0.456487,n
0.482858,0.481429,0.618031,0.50474,0.466594,0.696037,0.743589,0.646298,0.463927,0.012184,0.456487,n
0.482858,0.481429,0.618031,0.50474,0.466594,0.696037,0.102564,0.646298,0.463927,0.012184,0.456487,n
0.482858,0.481429,0.618031,0.50474,0.466594,0.696037,0.102564,0.638968,0.455628,0.013421,0.435387,n
0.482858,0.481429,0.618031,0.505243,0.467393,0.698763,0.102564,0.638968,0.455628,0.013421,0.435387,n
0.483352,0.479652,0.617433,0.505243,0.467393,0.698763,0.102564,0.638968,0.455628,0.013421,0.435387,n
0.483352,0.479652,0.617433,0.505243,0.467393,0.698763,0.102564,0.638968,0.455628,0.013421,0.435387,n
0.483352,0.479652,0.617433,0.505243,0.467393,0.698763,0.102564,0.638048,0.459128,0.012445,0.4402,n
0.483352,0.479652,0.617433,0.505423,0.468707,0.697269,0.102564,0.638048,0.459128,0.012445,0.4402,n
0.489401,0.466953,0.610317,0.505423,0.468707,0.697269,0.102564,0.638048,0.459128,0.012445,0.4402,n
0.489401,0.466953,0.610317,0.505423,0.468707,0.697269,0.102564,0.638048,0.459128,0.012445,0.4402,n
0.489401,0.466953,0.610317,0.505423,0.468707,0.697269,0.102564,0.637551,0.460581,0.012965,0.433748,n
0.489401,0.466953,0.610317,0.507632,0.463682,0.700631,0.102564,0.637551,0.460581,0.012965,0.433748,n
0.554158,0.444782,0.612278,0.507632,0.463682,0.700631,0.102564,0.637551,0.460581,0.012965,0.433748,n
0.554158,0.444782,0.612278,0.507632,0.463682,0.700631,0.102564,0.637551,0.460581,0.012965,0.433748,n
0.554158,0.444782,0.612278,0.507632,0.463682,0.700631,0.102564,0.615212,0.550998,0.023091,0.3615,n
0.554158,0.444782,0.612278,0.501777,0.461797,0.79793,0.102564,0.615212,0.550998,0.023091,0.3615,n
